"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"new column"	"Pathways of gene"	"Pathways of enzyme"	"Reactions of gene"	"Pathways of a reaction"
G185E-5396	"Rv1225c"	1367891	1368721	"conserved hypothetical protein"		""	""	""	""
G185E-6189	"Rv1989c"	2232739	2233299	"hypothetical protein"		""	""	""	""
G185E-4604	"Rv0476"	566508	566771	"possible conserved transmembrane protein"		""	""	""	""
"sigA"	"Rv2703"	3017835	3019421	"RNA polymerase sigma factor"		""	""	""	""
G185E-8112	"Rv3816c"	4280792	4281571	"possible acyltransferase"		""	""	""	""
G185E-5477	"Rv1303"	1459766	1460251	"conserved hypothetical transmembrane protein"		""	""	""	""
G185E-7316	"Rv3055"	3416081	3416695	"possible transcriptional regulatory protein (probably TetR-family)"		""	""	""	""
G185E-7958	"Rv3675"	4116002	4116379	"possible membrane protein"		""	""	""	""
G185E-6527	"Rv2307A"	2579228	2579419	"hypothetical glycine rich protein"		""	""	""	""
G185E-5670	"Rv1486c"	1676017	1676883	"conserved hypothetical protein"		""	""	""	""
G185E-6944	"Rv2696c"	3012829	3013608	"conserved alanine and glycine and valine rich protein"		""	""	""	""
G185E-7586	"Rv3312c"	3699404	3700330	"conserved hypothetical protein"		""	""	""	""
"ldtA"	"Rv0116c"	140267	141022	G185E-4233-MONOMER		"peptidoglycan biosynthesis III (mycobacteria)"	"peptidoglycan biosynthesis III (mycobacteria)"	RXN-11030	"peptidoglycan biosynthesis III (mycobacteria)"
G185E-5016	"Rv0862c"	960342	962612	"conserved protein"		""	""	""	""
G185E-4187	"Rv0072"	80624	81673	"probable glutamine-transport transmembrane protein ABC transporter"		""	""	TRANS-RXN185E-20	""
"trpG"	"Rv0013"	14914	15612	"possible anthranilate synthase component II"		"superpathway of L-tryptophan biosynthesis" // "L-tryptophan biosynthesis"	""	ANTHRANSYN-RXN	"L-tryptophan biosynthesis"
"cya"	"Rv1625c"	1826614	1827945	"membrane-anchored adenylyl cyclase"		""	""	ADENYLATECYC-RXN	""
"mmpL2"	"Rv0507"	597199	600105	"probable conserved transmembrane transport protein"		""	""	""	""
G185E-7398	"Rv3134c"	3499943	3500749	"universal stress protein family protein"		""	""	""	""
"moaA2"	"Rv0869c"	966265	967347	"GTP 3',8-cyclase 2"		"molybdenum cofactor biosynthesis"	"molybdenum cofactor biosynthesis"	RXN-8340	"molybdenum cofactor biosynthesis"
G185E-6128	"Rv1931c"	2182460	2183239	"probable transcriptional regulatory protein"		""	""	""	""
G185E-7023	"Rv2774c"	3082352	3082756	"hypothetical protein"		""	""	""	""
"lspA"	"Rv1539"	1742244	1742852	"probable lipoprotein signal peptidase"		"lipoprotein posttranslational modification"	"lipoprotein posttranslational modification"	RXN-17362	"lipoprotein posttranslational modification"
"proZ"	"Rv3756c"	4201894	4202613	"possible osmoprotectant (glycine betaine/carnitine/choline/L-proline) transport integral membrane protein ABC transporter"		""	""	TRANS-RXN185E-24 // TRANS-RXN185E-23 // TRANS-RXN185E-22 // TRANS-RXN185E-21	""
G185E-5096	"Rv0941c"	1051544	1052317	"conserved hypothetical protein"		""	""	""	""
"gnd2"	"Rv1122"	1245129	1246151	"probable 6-phosphogluconate dehydrogenase,decarboxylating"		"pentose phosphate pathway" // "pentose phosphate pathway (oxidative branch) I"	"pentose phosphate pathway" // "pentose phosphate pathway (oxidative branch) I"	RXN-9952	"pentose phosphate pathway (oxidative branch) I"
G185E-7672	"Rv3395A"	3811719	3812345	"probable membrane protein"		""	""	""	""
G185E-6562	"Rv2337c"	2611869	2612987	"hypothetical protein"		""	""	""	""
G185E-4212	"Rv0095c"	104805	105215	"conserved hypothetical protein"		""	""	""	""
G185E-4267	"Rv0150c"	176665	176952	"conserved hypothetical protein"		""	""	""	""
G185E-4719	"Rv0585c"	681885	684272	"probable conserved integral membrane protein"		""	""	""	""
"mce3R"	"Rv1963c"	2205582	2206802	"probable transcriptional repressor (probably TetR-family)"		""	""	""	""
G185E-5440	"Rv1268c"	1417658	1418356	"hypothetical protein"		""	""	""	""
"treX"	"Rv1564c"	1769436	1771601	"probable maltooligosyltrehalose synthase"		"trehalose biosynthesis V"	"trehalose biosynthesis V"	5.4.99.15-RXN	"trehalose biosynthesis V"
G185E-8084	"Rv3788"	4234780	4235265	"hypothetical protein"		""	""	""	""
G185E-7207	"Rv2953"	3305279	3306535	"(phenol)phthiodiol-4-en-one enoyl reductase"		"phthiocerol biosynthesis" // "phenolphthiocerol biosynthesis"	"phthiocerol biosynthesis" // "phenolphthiocerol biosynthesis"	RXN-17235 // RXN-17242 // RXN-17230 // RXN-17231 // RXN-17245 // RXN-17304	"phenolphthiocerol biosynthesis" // "" // "phthiocerol biosynthesis"
G185E-6643	"Rv2413c"	2710351	2711301	"conserved hypothetical protein"		""	""	""	""
G185E-7360	"Rv3098c"	3467210	3467662	"hypothetical protein"		""	""	""	""
G185E-6987	"Rv2738c"	3051806	3052012	"conserved hypothetical protein"		""	""	""	""
"vapC3"	"Rv0549c"	640228	640641	"possible toxin"		""	""	""	""
"echA6"	"Rv0905"	1008207	1008938	"possible enoyl-CoA hydratase"		"superpathway of cholesterol degradation II (cholesterol dehydrogenase)" // "androstenedione degradation" // "L-valine degradation I" // "fatty acid &beta;-oxidation I"	"superpathway of cholesterol degradation II (cholesterol dehydrogenase)" // "androstenedione degradation" // "L-valine degradation I" // "fatty acid &beta;-oxidation I"	RXN-19802 // "Methylacrylyl-CoA hydratase" // "trans-tetradec-2-enoyl-CoA hydratase" // RXN-17776 // RXN-17793 // RXN-16558 // RXN-16135 // RXN-17114 // "(S)-3-hydroxybutanoyl-CoA dehydrogenase" // RXN-12567 // RXN-13616 // RXN-17797 // ENOYL-COA-HYDRAT-RXN	"androstenedione degradation" // "L-valine degradation I" // "" // "fatty acid &beta;-oxidation I"
G185E-4346	"Rv0226c"	269834	271564	"probable conserved transmembrane protein"		""	""	""	""
G185E-4910	"Rv0762c"	855925	856470	"conserved hypothetical protein"		""	""	""	""
"pknG"	"Rv0410c"	495062	497314	"serine/threonine-protein kinase"		""	""	PROTEIN-KINASE-RXN	""
"vapB40"	"Rv2595"	2925492	2925737	"possible antitoxin"		""	""	""	""
"folP2"	"Rv1207"	1351191	1352147	"dihydropteroate synthase 2"		"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "tetrahydrofolate biosynthesis"	"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "tetrahydrofolate biosynthesis"	RXN-10009 // H2PTEROATESYNTH-RXN	"" // "tetrahydrofolate biosynthesis"
G185E-4646	"Rv0514"	606149	606448	"possible transmembrane protein"		""	""	""	""
"PPE59"	"Rv3429"	3847165	3847701	"PPE family protein PPE59"		""	""	""	""
G185E-6243	"Rv2040c"	2285628	2286530	"probable sugar-transport integral membrane protein ABC transporter"		""	""	TRANS-RXN185E-17	""
"dgt"	"Rv2344c"	2622457	2623752	"probable deoxyguanosine triphosphate triphosphohydrolase"		""	""	DGTPTRIPHYDRO-RXN	""
G185E-5786	"Rv1598c"	1799073	1799483	"conserved protein"		""	""	""	""
"mbtE"	"Rv2380c"	2662067	2667115	"peptide synthetase"		""	""	""	""
"Rv3037c"	"Rv3037c"	3397214	3398290	"Uncharacterized S-adenosylmethionine-dependent methyltransferase Rv3037c"		""	""	""	""
"vapB33"	"Rv1241"	1384278	1384538	"possible antitoxin"		""	""	""	""
"papA3"	"Rv1182"	1320035	1321453	"2,3-diacyltrehalose acyltransferase"		"polyacyltrehalose biosynthesis"	"polyacyltrehalose biosynthesis"	RXN-17177 // RXN-17316 // RXN-17176 // RXN-17315	"polyacyltrehalose biosynthesis" // ""
"eccA1"	"Rv3868"	4343314	4345035	"ESX conserved component EccA1. ESX-1 type VII secretion system protein."		""	""	""	""
G185E-7333	"Rv3071"	3434464	3435573	"conserved hypothetical protein"		""	""	""	""
"hemE"	"Rv2678c"	2993989	2995062	"probable uroporphyrinogen decarboxylase"		"superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III" // "heme <i>b</i> biosynthesis II (anaerobic)" // "heme <i>b</i> biosynthesis I (aerobic)"	"superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III" // "heme <i>b</i> biosynthesis II (anaerobic)" // "heme <i>b</i> biosynthesis I (aerobic)"	UROGENDECARBOX-RXN // RXN-10642	"heme <i>b</i> biosynthesis I (aerobic)" // "superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III" // "heme <i>b</i> biosynthesis II (anaerobic)" // ""
G185E-6960	"Rv2712c"	3024270	3025328	"hypothetical protein"		""	""	""	""
"pntB"	"Rv0157"	185052	186479	"probable NAD(P) transhydrogenase (subunit beta)"		"NAD phosphorylation and transhydrogenation" // "NAD phosphorylation and dephosphorylation"	"NAD phosphorylation and transhydrogenation" // "NAD phosphorylation and dephosphorylation"	PYRNUTRANSHYDROGEN-RXN // TRANS-RXN0-277	"" // "NAD phosphorylation and dephosphorylation" // "NAD phosphorylation and transhydrogenation"
"gatA"	"Rv3011c"	3369950	3371434	"probable glutamyl-tRNA(GLN) amidotransferase (subunit A)"		"glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation" // "L-asparagine biosynthesis III (tRNA-dependent)"	""	6.3.5.7-RXN // 6.3.5.6-RXN	"glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation" // "L-asparagine biosynthesis III (tRNA-dependent)"
G185E-7961	"Rv3678c"	4118059	4118514	"conserved protein"		""	""	""	""
"PPE13"	"Rv0878c"	976872	978203	"PPE family protein PPE13"		""	""	""	""
"lprM"	"Rv1970"	2214123	2215256	"possible Mce-family lipoprotein"		""	""	""	""
G185E-4310	"Rv0191"	222289	223530	"probable conserved integral membrane protein"		""	""	""	""
"embB"	"Rv3795"	4246514	4249810	"arabinogalactan arabinosyl transferase"		"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"	RXN-11094 // RXN-11082	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
G185E-5673	"Rv1489"	1678552	1678908	"conserved protein"		""	""	""	""
"narL"	"Rv0844c"	940456	941106	"possible nitrate/nitrite response transcriptional regulatory protein"		""	""	""	""
"ilvX"	"Rv3509c"	3936877	3938424	"probable acetohydroxyacid synthase"		"L-valine biosynthesis" // "superpathway of branched chain amino acid biosynthesis" // "superpathway of L-isoleucine biosynthesis I" // "L-isoleucine biosynthesis I (from threonine)"	"L-valine biosynthesis" // "superpathway of branched chain amino acid biosynthesis" // "superpathway of L-isoleucine biosynthesis I" // "L-isoleucine biosynthesis I (from threonine)"	ACETOLACTSYN-RXN // "2-aceto-2-hydroxy-butyrate synthase"	"L-valine biosynthesis" // "L-isoleucine biosynthesis I (from threonine)"
"deoA"	"Rv3314c"	3702184	3703467	"probable thymidine phosphorylase"		"superpathway of pyrimidine deoxyribonucleosides degradation" // "pyrimidine deoxyribonucleosides degradation"	"superpathway of pyrimidine deoxyribonucleosides degradation" // "pyrimidine deoxyribonucleosides degradation"	THYM-PHOSPH-RXN	"pyrimidine deoxyribonucleosides degradation"
G185E-6901	"Rv2653c"	2976586	2976909	"possible PhiRv2 prophage protein"		""	""	""	""
G185E-4621	"Rv0492c"	581489	583378	"probable oxidoreductase GMC-type"		""	""	""	""
G185E-4655	"Rv0523c"	614326	614721	"conserved protein"		""	""	""	""
"PPE39"	"Rv2353c"	2634528	2635592	"PPE family protein PPE39"		""	""	""	""
"mshD"	"Rv0819"	911736	912683	G185E-4968-MONOMER		"mycothiol biosynthesis"	"mycothiol biosynthesis"	RXN1G-4	"mycothiol biosynthesis"
"rocE"	"Rv2320c"	2592723	2594153	"probable cationic amino acid transport integral membrane protein"		""	""	TRANS-RXN185E-3	""
G185E-6205	"Rv2003c"	2248563	2249420	"conserved hypothetical protein"		""	""	""	""
"fgd2"	"Rv0132c"	159700	160782	"putative F420-dependent glucose-6-phosphate dehydrogenase"		""	""	RXN-11283	""
G185E-8128	"Rv3832c"	4306236	4306811	"conserved protein"		""	""	""	""
G185E-6144	"Rv1947"	2198024	2198425	"hypothetical protein"		""	""	""	""
G185E-7749	"Rv3472"	3889362	3889868	"conserved protein"		""	""	""	""
G185E-8063	"Rv3770B"	4216078	4216269	"probable remnant of a transposase"		""	""	""	""
"guaB2"	"Rv3411c"	3829930	3831519	"probable inosine-5'-monophosphate dehydrogenase"		"superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II" // "guanosine ribonucleotides <i>de novo</i> biosynthesis" // "inosine 5'-phosphate degradation"	"superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II" // "guanosine ribonucleotides <i>de novo</i> biosynthesis" // "inosine 5'-phosphate degradation"	IMP-DEHYDROG-RXN	"inosine 5'-phosphate degradation" // "guanosine ribonucleotides <i>de novo</i> biosynthesis"
"mce1R"	"Rv0165c"	194144	194815	"probable transcriptional regulatory protein"		""	""	""	""
"lysX"	"Rv1640c"	1848517	1852035	"lysyl-tRNA synthetase 2"		"tRNA charging"	"tRNA charging"	LYSINE--TRNA-LIGASE-RXN	"tRNA charging"
"pbpA"	"Rv0016c"	18759	20234	"penicillin-binding protein A"		"peptidoglycan biosynthesis III (mycobacteria)" // "peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)"	"peptidoglycan biosynthesis III (mycobacteria)" // "peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)"	"peptidoglycan transpeptidase (Gram-negative bacteria)" // RXN-11031 // "peptidoglycan transpeptidase (Gram-negative bacteria)"	"" // "peptidoglycan biosynthesis III (mycobacteria)" // "peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)"
G185E-6457	"Rv2242"	2515304	2516548	"conserved hypothetical protein"		""	""	""	""
G185E-6058	"Rv1863c"	2110591	2111361	"probable conserved integral membrane protein"		""	""	""	""
G185E-6178	"Rv1979c"	2221719	2223164	"possible conserved permease"		""	""	""	""
G185E-5866	"Rv1676"	1901047	1901751	"unknown protein"		""	""	""	""
G185E-7975	"Rv3690"	4131739	4132392	"probable conserved membrane protein"		""	""	""	""
G185E-5686	"Rv1500"	1690850	1691878	"probable glycosyltransferase"		""	""	""	""
G185E-5497	"Rv1319c"	1480894	1482501	"possible adenylate cyclase"		""	""	ADENYLATECYC-RXN	""
G185E-7603	"Rv3327"	3711749	3713461	"probable transposase fusion protein"		""	""	""	""
"glmS"	"Rv3436c"	3855015	3856889	"probable glucosamine--fructose-6-phosphate aminotransferase [isomerizing]"		"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I"	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I"	L-GLN-FRUCT-6-P-AMINOTRANS-RXN	"UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I"
G185E-4143	"Rv0029"	32057	33154	"conserved hypothetical protein"		""	""	""	""
G185E-5304	"Rv1137c"	1265087	1265455	"hypothetical protein"		""	""	""	""
G185E-7223	"Rv2969c"	3323709	3324476	"possible conserved membrane or secreted protein"		""	""	""	""
G185E-5291	"Rv1125"	1248082	1249326	"conserved hypothetical protein"		""	""	""	""
"aftB"	"Rv3805c"	4266953	4268836	G185E-8101-MONOMER		"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"	RXN-11093	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"canA"	"Rv1284"	1437324	1437815	"beta-carbonic anhydrase"		""	""	RXN0-5224	""
"fadB2"	"Rv0468"	558895	559755	"3-hydroxybutyryl-CoA dehydrogenase"		""	""	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	""
G185E-7210	"Rv2956"	3308668	3309399	"[&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl] dimycocerosyl phenol-phthiocerol 2'''-<i>O</i>-methyltransferase"		"dimycocerosyl triglycosyl phenolphthiocerol biosynthesis" // "p-HBAD biosynthesis"	"dimycocerosyl triglycosyl phenolphthiocerol biosynthesis" // "p-HBAD biosynthesis"	RXN-17280 // RXN-17285	"dimycocerosyl triglycosyl phenolphthiocerol biosynthesis" // "p-HBAD biosynthesis"
G185E-4927	"Rv0779c"	872672	873292	"possible conserved transmembrane protein"		""	""	""	""
G185E-5768	"Rv1580c"	1783620	1783892	"probable PhiRv1 phage protein"		""	""	""	""
"pimA"	"Rv2610c"	2937865	2939001	"alpha-mannosyltransferase"		"phosphatidylinositol mannoside biosynthesis"	"phosphatidylinositol mannoside biosynthesis"	2.4.1.57-RXN	"phosphatidylinositol mannoside biosynthesis"
"htrA"	"Rv1223"	1365875	1367461	"probable serine protease"		""	""	""	""
"cyp123"	"Rv0766c"	858864	860072	"probable cytochrome P450 123"		""	""	""	""
"nrdH"	"Rv3053c"	3414719	3414958	"probable glutaredoxin electron transport component of NRDEF (glutaredoxin-like protein)"		""	""	""	""
G185E-7377	"Rv3113"	3480074	3480742	"possible phosphatase"		""	""	""	""
G185E-6942	"Rv2694c"	3011399	3011767	"conserved protein"		""	""	""	""
"nuoE"	"Rv3149"	3514657	3515415	"probable NADH dehydrogenase I (chain E)"		"NADH to cytochrome <i>bd</i> oxidase electron transfer I" // "aerobic respiration I (cytochrome c)"	""	NADH-DEHYDROG-A-RXN	"aerobic respiration I (cytochrome c)" // "NADH to cytochrome <i>bd</i> oxidase electron transfer I"
"fadB"	"Rv0860"	956293	958455	G185E-5014-MONOMER		"fatty acid &beta;-oxidation I"	"fatty acid &beta;-oxidation I"	OHBUTYRYL-COA-EPIM-RXN	"fatty acid &beta;-oxidation I"
"esxU"	"Rv3445c"	3862947	3863264	"ESAT-6 like protein"		""	""	""	""
G185E-6840	"Rv2598"	2926986	2927480	"conserved hypothetical protein"		""	""	""	""
"Rv2300c"	"Rv2300c"	2572076	2573008	"Probable metallo-hydrolase Rv2300c"		""	""	""	""
"hisF"	"Rv1605"	1804853	1805656	"probable cyclase"		"L-glutamine degradation I" // "L-histidine biosynthesis"	"L-glutamine degradation I" // "L-histidine biosynthesis"	GLUTAMIDOTRANS-RXN // GLUTAMIN-RXN // RXN-17900	"L-histidine biosynthesis" // "L-glutamine degradation I" // ""
"thyX"	"Rv2754c"	3067193	3067945	"flavin-dependent thymidylate synthase subunit"		"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III"	""	RXN-8850	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III"
"lgt"	"Rv1614"	1813171	1814577	"possible prolipoprotein diacylglyceryl transferases"		"lipoprotein posttranslational modification"	"lipoprotein posttranslational modification"	RXN0-20	"lipoprotein posttranslational modification"
"mutT3"	"Rv0413"	499713	500366	"possible mutator protein"		"oxidized GTP and dGTP detoxification"	"oxidized GTP and dGTP detoxification"	RXN-11396	"oxidized GTP and dGTP detoxification"
G185E-5419	"Rv1248c"	1389357	1393052	"2-hydroxy-3-oxoadipate synthase"		""	""	2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN	""
"serB1"	"Rv0505c"	595464	596585	"possible phosphoserine phosphatase"		"superpathway of sulfate assimilation and cysteine biosynthesis" // "superpathway of L-serine and glycine biosynthesis I" // "L-serine biosynthesis I"	"superpathway of sulfate assimilation and cysteine biosynthesis" // "superpathway of L-serine and glycine biosynthesis I" // "L-serine biosynthesis I"	RXN0-5114 // PSERPHOSPHA-RXN	"L-serine biosynthesis I" // ""
G185E-5076	"Rv0921"	1027104	1027685	"possible resolvase"		""	""	""	""
"cysE"	"Rv2335"	2609732	2610421	"probable serine acetyltransferase"		"superpathway of sulfate assimilation and cysteine biosynthesis" // "L-cysteine biosynthesis I"	"superpathway of sulfate assimilation and cysteine biosynthesis" // "L-cysteine biosynthesis I"	SERINE-O-ACETTRAN-RXN	"L-cysteine biosynthesis I"
G185E-4698	"Rv0565c"	656010	657470	"probable monooxygenase"		""	""	""	""
G185E-5428	"Rv1257c"	1404717	1406084	"probable oxidoreductase"		""	""	""	""
G185E-4551	"Rv0426c"	515373	515816	"possible transmembrane protein"		""	""	""	""
"aprA"	"Rv2395A"	2692224	2692439	"acid and phagosome regulated protein A"		""	""	""	""
G185E-6474	"Rv2257c"	2530004	2530822	"conserved protein"		""	""	""	""
"mmpL3"	"Rv0206c"	244484	247318	"possible conserved transmembrane transport protein"		""	""	TRANS-RXN185E-32	""
G185E-4265	"Rv0148"	174833	175693	"probable short-chain type dehydrogenase/reductase"		""	""	""	""
